A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Class	Group	InstanceID
0	1	1	0	1	1	0	0	1	0	0	0	3	3238
1	0	0	0	0	1	1	0	0	1	0	0	4	3239
1	0	0	1	0	0	0	1	1	0	1	1	4	3240
0	1	1	0	0	0	0	0	1	0	1	0	3	3241
0	1	0	1	0	0	0	0	0	1	1	0	2	3242
0	1	1	1	0	1	0	0	1	1	0	0	3	3243
1	1	0	0	1	1	1	0	0	1	1	1	6	3244
0	0	1	1	1	0	0	1	1	1	0	1	1	3245
1	1	0	1	1	1	1	1	1	0	1	0	6	3246
1	1	1	0	1	1	0	0	1	0	1	1	7	3247
0	0	0	1	0	1	1	0	0	1	0	1	0	3248
1	1	1	1	1	0	1	1	0	1	0	0	7	3249
0	1	1	0	1	0	1	1	1	0	1	1	3	3250
1	1	0	0	0	0	0	0	0	1	1	1	6	3251
1	0	0	0	1	0	1	1	0	1	1	1	4	3252
0	0	1	0	1	0	0	0	1	0	0	1	1	3253
1	1	1	1	1	1	1	0	1	0	0	0	7	3254
0	1	0	0	0	1	1	1	1	1	1	1	2	3255
1	1	1	1	1	0	1	0	1	0	0	0	7	3256
1	1	1	1	0	0	1	0	0	0	0	0	7	3257
1	0	1	1	1	1	0	1	0	0	0	0	5	3258
1	0	0	0	1	1	0	0	0	1	0	0	4	3259
0	0	1	0	0	1	1	1	0	0	1	0	1	3260
1	0	1	1	1	0	0	1	0	1	0	0	5	3261
1	1	1	0	1	1	0	0	1	1	1	1	7	3262
0	1	1	1	1	1	1	0	0	0	0	1	3	3263
0	0	0	0	1	1	1	1	1	0	1	0	0	3264
0	0	1	1	0	0	1	0	1	1	1	0	1	3265
0	1	0	0	1	0	0	0	0	0	0	0	2	3266
0	0	0	1	0	1	0	1	1	1	1	1	0	3267
0	0	1	1	0	0	0	0	1	1	0	0	1	3268
1	0	0	0	1	0	1	0	1	1	1	0	4	3269
0	0	0	1	1	1	1	0	1	0	1	1	0	3270
0	1	1	0	0	0	1	1	0	1	0	1	3	3271
1	1	0	0	1	1	1	0	1	1	0	1	6	3272
0	0	0	0	0	1	1	1	0	0	1	0	0	3273
0	1	1	0	1	1	0	0	0	0	0	0	3	3274
0	0	1	1	1	1	1	1	0	0	1	1	1	3276
1	0	1	1	1	1	1	0	1	1	0	1	5	3277
0	1	0	1	1	0	0	1	0	1	0	0	2	3278
0	1	0	1	0	0	0	1	0	0	0	0	2	3279
0	1	1	1	1	0	1	1	1	0	1	1	3	3280
0	1	0	0	1	1	1	0	0	1	1	1	2	3281
1	0	1	1	0	1	0	0	0	0	0	0	5	3282
0	0	0	1	1	0	0	1	1	0	1	1	0	3283
0	1	0	1	1	0	1	0	0	1	0	0	2	3284
0	0	1	0	1	1	0	0	0	1	0	1	1	3285
1	0	1	0	0	1	0	0	0	1	0	0	5	3286
0	0	1	0	0	0	1	0	1	0	0	0	1	3287
1	0	1	1	0	1	0	1	0	1	1	0	5	3288
1	1	0	1	1	0	0	1	1	0	0	0	6	3289
0	1	1	0	1	1	0	1	1	0	0	0	3	3290
1	1	1	0	1	0	1	1	1	1	1	1	7	3291
0	1	1	1	0	0	1	1	0	0	1	1	3	3292
1	1	0	1	0	1	0	0	1	1	1	1	6	3293
0	0	0	1	0	1	0	0	1	0	0	1	0	3294
0	0	1	1	1	0	1	0	1	1	1	1	1	3295
1	0	0	1	0	0	1	0	1	1	0	0	4	3296
0	0	0	0	0	0	1	0	0	1	0	0	0	3297
0	0	1	0	1	0	1	1	0	0	0	1	1	3298
1	1	0	1	1	1	0	1	0	1	1	1	6	3299
0	0	1	0	1	0	0	0	1	1	0	1	1	3300
0	1	1	1	1	1	0	0	0	0	1	0	3	3301
0	0	0	0	1	1	0	1	1	0	1	0	0	3302
1	1	0	1	1	1	1	0	0	1	1	1	6	3303
1	0	1	1	0	0	1	0	1	1	1	1	5	3304
1	1	0	1	0	0	1	0	1	1	1	1	6	3305
0	0	1	1	0	1	1	0	1	1	0	0	1	3306
1	0	1	0	0	0	1	1	0	0	0	0	5	3307
0	0	0	0	1	1	0	0	1	0	0	0	0	3308
0	1	0	0	0	0	1	1	1	1	1	0	2	3309
1	1	0	1	1	1	1	1	0	0	1	0	6	3310
0	1	0	0	1	1	0	1	0	0	0	1	2	3311
1	1	0	1	1	0	0	0	0	0	0	0	6	3312
1	0	0	1	0	0	1	0	1	0	1	0	4	3313
0	0	0	0	1	0	1	1	1	1	0	0	0	3314
0	1	1	1	0	1	0	1	0	0	0	0	3	3315
0	0	1	0	0	1	1	0	1	0	0	0	1	3316
1	1	0	0	1	0	0	0	1	1	1	1	6	3317
0	0	1	0	1	1	0	0	1	1	0	1	1	3318
1	1	1	0	0	1	0	0	0	1	1	1	7	3319
1	1	1	1	1	1	1	1	1	0	0	0	7	3320
0	0	0	1	0	1	1	0	1	1	1	1	0	3321
1	0	0	0	0	1	1	1	0	0	1	1	4	3323
0	1	1	0	1	1	0	0	0	0	1	0	3	3324
1	1	1	1	1	1	0	0	0	0	1	1	7	3325
0	1	1	1	1	1	0	1	1	1	1	0	3	3326
0	0	1	1	0	1	1	1	1	1	0	0	1	3327
0	0	1	0	1	0	0	1	0	0	1	1	1	3328
1	1	1	1	1	1	0	0	1	0	1	1	7	3329
1	0	1	0	0	1	1	1	1	0	0	1	5	3330
1	0	1	0	0	0	0	0	1	1	1	1	5	3331
1	0	1	1	0	1	1	1	1	0	0	1	5	3332
1	1	0	1	0	0	1	1	1	1	0	1	6	3333
0	1	1	0	1	1	0	0	1	1	0	0	3	3334
1	1	0	0	0	0	0	1	1	0	1	0	6	3335
1	0	0	0	0	0	0	0	0	1	1	0	4	3336
1	1	1	1	0	0	1	1	1	1	1	1	7	3337
1	1	1	0	0	0	1	0	1	1	1	1	7	3338
1	1	1	0	0	1	0	1	0	0	0	0	7	3339
0	0	0	0	1	0	0	0	1	0	1	0	0	3340
0	0	0	1	0	1	1	0	0	1	1	1	0	3341
1	0	0	1	1	0	1	1	1	0	1	1	4	3342
0	1	1	0	1	1	0	1	0	1	0	0	3	3343
1	0	0	0	1	1	0	1	1	0	1	1	4	3344
0	0	0	1	0	1	1	1	1	1	1	1	0	3345
0	0	0	0	1	0	1	1	1	1	1	0	0	3346
0	0	1	1	1	1	0	0	1	1	0	1	1	3347
1	1	1	0	0	1	0	0	0	1	1	1	7	3349
0	0	0	1	0	1	1	1	1	1	0	1	0	3350
0	1	0	1	1	0	1	1	0	0	1	0	2	3352
1	1	1	0	0	0	0	1	0	0	1	1	7	3353
1	0	1	0	1	0	0	1	1	0	1	1	5	3354
1	1	0	1	0	0	0	1	1	0	1	0	6	3355
0	1	1	1	0	1	0	0	0	0	0	0	3	3356
0	1	0	1	0	0	1	1	1	0	0	0	2	3357
1	0	1	0	1	1	1	0	0	1	0	0	5	3358
1	1	0	0	1	0	0	1	1	0	0	0	6	3359
1	1	1	0	0	0	0	1	0	1	0	0	7	3360
1	1	1	0	0	0	0	1	0	1	1	1	7	3361
0	1	0	1	0	1	1	0	1	1	0	1	2	3362
1	0	0	1	1	1	1	0	0	0	0	0	4	3363
0	1	0	1	0	1	1	0	1	0	0	1	2	3364
1	0	1	1	0	0	1	1	0	0	1	0	5	3365
1	0	0	1	0	1	1	1	1	1	1	1	4	3366
1	1	0	1	1	0	1	0	0	0	1	0	6	3368
0	0	0	1	1	0	1	0	1	1	1	1	0	3369
0	0	1	1	1	1	0	1	1	0	1	1	1	3371
0	0	0	1	0	1	0	0	0	0	0	1	0	3372
0	0	1	1	1	0	1	0	1	0	0	1	1	3373
1	0	0	0	0	1	1	0	0	0	1	0	4	3374
1	0	0	1	0	1	0	1	0	0	1	1	4	3375
0	1	0	0	0	1	1	1	1	0	0	1	2	3376
0	0	0	1	1	0	0	1	0	0	0	1	0	3377
0	1	0	1	1	0	0	1	0	1	1	0	2	3379
0	0	0	1	1	1	1	1	1	0	1	1	0	3380
1	0	1	0	0	0	0	0	1	0	0	1	5	3381
1	0	1	1	0	0	1	1	0	1	0	0	5	3382
1	0	1	0	0	0	1	1	1	1	1	1	5	3383
0	0	1	0	1	1	1	1	1	0	1	1	1	3384
0	0	1	1	1	0	1	0	0	0	0	1	1	3385
0	0	1	1	0	0	0	1	0	0	0	0	1	3386
0	1	1	0	1	1	1	1	1	0	0	1	3	3387
0	1	1	1	1	0	0	0	1	0	1	0	3	3388
0	1	0	1	1	0	1	0	1	1	1	0	2	3389
0	0	1	1	0	0	1	1	0	0	1	0	1	3390
0	0	1	1	0	1	1	0	1	0	0	0	1	3391
1	1	0	0	0	1	0	1	1	0	0	0	6	3392
0	0	1	1	0	0	0	0	0	0	1	0	1	3393
1	1	1	0	1	1	0	1	1	1	1	1	7	3394
0	1	0	1	1	0	1	0	0	1	0	0	2	3395
1	0	1	0	0	0	0	0	0	1	0	0	5	3396
1	0	1	1	1	0	1	1	1	0	1	1	5	3398
0	1	1	1	0	1	1	1	0	0	0	1	3	3399
0	1	0	0	0	0	1	0	1	0	1	0	2	3400
1	0	1	0	1	0	1	1	0	0	0	0	5	3401
1	0	0	1	0	1	0	1	0	1	0	1	4	3402
0	1	0	1	0	1	1	0	0	0	1	1	2	3403
0	1	1	0	0	1	1	0	1	1	0	1	3	3404
0	0	1	0	1	0	0	1	0	1	1	1	1	3405
0	0	0	1	1	1	0	1	0	1	0	1	0	3406
1	0	1	1	0	1	0	0	0	1	1	0	5	3407
0	1	0	1	1	0	0	0	0	0	0	0	2	3408
1	1	1	1	0	0	0	0	1	0	0	0	7	3409
0	1	1	0	1	1	0	0	1	0	0	0	3	3410
0	1	1	0	1	1	1	1	1	1	1	1	3	3411
1	0	0	1	0	1	1	0	0	1	0	0	4	3412
1	1	1	0	0	0	1	0	1	1	0	0	7	3413
1	0	0	1	1	0	1	1	0	1	1	1	4	3414
0	0	1	0	0	0	0	0	0	1	1	0	1	3415
1	1	1	1	1	0	1	0	0	0	1	1	7	3416
1	0	0	0	1	1	1	1	0	0	1	1	4	3417
0	1	0	0	1	0	1	1	1	0	1	0	2	3418
0	0	0	0	0	1	1	0	1	0	0	0	0	3419
1	0	1	1	0	1	0	0	0	1	0	0	5	3420
0	0	0	1	0	1	1	0	0	1	0	1	0	3421
0	0	0	1	0	0	1	0	1	1	1	1	0	3422
0	0	0	0	0	1	0	0	1	0	0	0	0	3423
0	1	0	1	1	1	1	0	1	0	0	1	2	3424
1	0	1	1	1	1	0	1	1	0	0	1	5	3425
0	1	1	1	1	0	0	0	0	0	0	0	3	3426
1	1	1	0	0	0	0	0	0	1	0	0	7	3427
1	0	0	1	0	0	0	1	0	0	1	1	4	3428
1	0	1	1	0	0	1	1	1	1	0	1	5	3429
0	0	1	0	1	1	0	0	0	1	1	1	1	3430
1	1	0	0	0	0	0	0	1	0	1	0	6	3431
0	0	0	1	0	1	1	1	0	0	1	1	0	3432
1	1	1	1	1	1	1	1	0	0	0	0	7	3433
1	1	0	1	0	1	0	1	0	0	0	0	6	3434
1	0	0	0	0	1	0	0	1	0	1	0	4	3435
0	1	0	1	1	1	1	1	1	0	1	1	2	3436
0	0	0	0	1	0	0	1	1	0	0	0	0	3438
1	1	1	0	0	0	1	1	1	1	0	0	7	3439
0	1	0	0	1	1	0	0	1	0	0	1	2	3440
1	0	0	0	1	1	0	1	1	1	1	1	4	3441
1	1	1	0	1	0	0	1	1	0	1	1	7	3442
0	1	0	0	1	0	0	1	1	0	0	0	2	3443
1	1	0	1	0	0	0	1	0	0	1	0	6	3445
0	1	1	0	1	1	0	1	0	0	0	0	3	3446
0	1	1	0	1	1	0	0	0	1	1	0	3	3447
0	0	0	0	0	1	0	0	0	0	0	0	0	3448
1	0	1	1	1	0	1	0	0	1	1	0	5	3450
0	1	0	1	0	1	1	0	1	0	0	1	2	3451
0	1	0	0	1	0	1	1	1	1	0	0	2	3452
0	1	0	0	1	1	1	1	0	0	0	1	2	3453
0	1	1	0	0	1	0	0	1	1	0	0	3	3454
0	0	1	0	0	1	0	0	0	1	1	0	1	3455
1	1	0	0	1	1	0	0	0	0	0	0	6	3457
1	1	1	0	1	0	1	0	1	1	0	0	7	3458
0	0	1	0	0	0	0	1	1	0	0	0	1	3459
1	0	1	1	1	0	1	1	1	0	0	1	5	3460
1	0	1	1	1	0	1	1	0	0	0	0	5	3461
1	1	0	1	0	1	1	1	1	0	1	0	6	3462
1	1	1	1	0	1	0	1	0	1	0	0	7	3463
1	1	1	0	1	0	1	0	0	1	0	0	7	3464
1	1	0	1	1	0	1	0	1	1	1	1	6	3466
0	1	1	1	1	1	0	0	1	0	1	0	3	3467
1	0	0	0	1	1	0	0	1	1	1	0	4	3469
1	0	1	1	1	0	0	0	1	1	0	1	5	3470
0	1	1	1	1	0	0	0	1	1	1	0	3	3471
1	0	0	1	1	0	0	0	0	0	1	0	4	3472
0	0	0	1	1	1	1	1	1	1	0	1	0	3473
0	0	1	1	1	1	1	0	1	0	0	1	1	3474
1	0	0	1	1	1	0	1	0	1	1	1	4	3475
0	0	0	1	0	0	1	1	1	0	0	1	0	3476
0	1	0	1	0	0	0	1	0	0	0	0	2	3477
0	0	1	0	0	0	0	1	0	1	0	0	1	3478
0	0	0	0	1	0	0	0	1	0	0	0	0	3479
0	0	1	1	0	0	0	1	1	1	1	0	1	3480
1	0	1	0	0	0	0	1	0	0	1	0	5	3481
1	1	0	0	0	1	1	1	1	1	1	1	6	3482
0	0	0	0	0	1	0	0	0	0	1	0	0	3484
1	1	1	0	0	0	1	1	0	1	0	0	7	3485
1	1	0	1	1	0	0	1	0	1	0	1	6	3486
1	0	1	0	0	0	0	1	0	0	1	0	5	3487
1	0	1	1	1	1	0	0	0	1	0	0	5	3488
1	0	1	1	0	1	1	0	1	1	0	1	5	3489
1	1	1	1	1	0	0	1	0	1	1	1	7	3490
0	1	1	0	0	0	1	1	0	1	0	1	3	3491
0	0	0	0	0	0	0	0	1	0	1	0	0	3492
1	1	1	1	1	0	1	0	0	0	1	1	7	3493
0	1	0	1	1	0	1	1	1	1	1	0	2	3494
0	1	0	0	0	1	0	0	1	0	1	1	2	3495
0	1	0	0	1	1	1	0	1	1	1	1	2	3496
0	0	0	1	1	1	1	0	1	1	0	1	0	3497
0	1	0	0	1	1	0	1	1	1	1	1	2	3498
1	1	0	0	0	1	1	0	0	0	0	0	6	3499
0	1	1	1	1	1	1	0	1	1	1	1	3	3500
1	0	0	0	1	0	0	0	1	1	1	0	4	3501
0	1	0	1	0	1	1	1	1	1	1	1	2	3502
0	0	1	1	1	1	1	1	0	0	1	1	1	3503
0	1	0	0	1	1	0	0	1	0	0	1	2	3506
0	1	1	0	1	0	0	1	0	0	0	0	3	3507
1	0	1	1	0	0	0	0	0	1	1	0	5	3508
1	0	0	0	0	1	0	0	1	0	1	0	4	3509
0	0	1	1	0	0	1	0	0	0	0	0	1	3510
1	0	0	1	1	1	1	0	0	1	0	0	4	3511
0	1	1	0	1	1	0	0	1	0	0	0	3	3512
1	0	1	0	0	0	1	0	0	1	0	0	5	3513
0	1	1	1	0	1	1	0	1	1	0	1	3	3514
1	0	0	0	1	0	1	0	0	1	0	0	4	3515
1	0	0	1	0	0	1	1	1	0	0	1	4	3517
1	1	1	1	1	0	0	0	1	0	0	0	7	3519
1	0	1	0	1	0	1	0	1	0	0	1	5	3520
0	0	1	0	1	1	0	0	0	1	1	1	1	3521
0	1	1	0	1	1	1	0	1	1	0	1	3	3522
1	1	1	1	1	0	1	1	0	1	0	0	7	3523
1	0	1	1	0	1	1	0	1	0	0	1	5	3524
1	1	1	1	0	1	1	0	1	0	1	1	7	3525
0	1	1	0	0	0	1	0	0	0	0	1	3	3526
0	0	1	0	1	0	0	0	0	0	0	1	1	3527
0	1	0	1	0	0	1	1	1	1	1	0	2	3528
0	1	1	1	0	0	1	1	0	1	1	1	3	3529
0	1	1	0	0	1	0	1	0	0	1	0	3	3530
1	1	0	1	1	1	1	1	1	1	0	1	6	3531
0	1	1	0	0	1	0	0	0	1	1	0	3	3532
1	0	0	1	1	1	0	1	0	1	1	1	4	3533
1	0	0	1	1	0	0	0	1	0	0	0	4	3534
1	0	0	0	1	1	0	1	1	0	0	1	4	3536
0	0	1	0	1	0	1	1	0	1	1	1	1	3537
1	1	1	0	1	0	0	1	1	1	1	1	7	3538
1	1	0	1	0	0	1	0	0	0	0	0	6	3539
0	0	1	1	1	0	0	1	0	0	0	1	1	3540
0	0	0	0	0	0	0	0	1	1	0	0	0	3541
1	1	0	0	1	1	1	1	0	0	0	0	6	3542
0	0	0	0	1	0	0	1	1	0	1	0	0	3543
0	1	0	1	0	0	1	1	1	0	0	0	2	3544
0	1	1	0	0	0	1	1	0	0	0	1	3	3545
0	1	1	0	0	0	1	1	1	1	1	1	3	3546
0	0	0	1	0	1	1	1	0	0	1	1	0	3547
0	0	0	1	1	1	1	0	0	1	0	1	0	3548
0	0	0	1	0	0	0	1	0	1	1	1	0	3549
0	1	1	0	1	1	1	0	0	1	0	1	3	3550
1	0	0	1	0	0	0	1	1	1	0	1	4	3551
0	0	0	0	1	0	1	1	0	1	1	0	0	3552
0	0	1	1	0	0	0	0	0	1	0	0	1	3553
1	0	0	0	1	0	0	0	1	0	0	0	4	3554
1	0	1	1	0	0	0	1	0	1	1	0	5	3556
1	1	1	1	1	1	1	1	1	0	1	1	7	3557
1	1	0	0	0	0	0	1	1	0	0	0	6	3558
1	0	0	0	1	0	1	1	1	0	1	1	4	3560
1	0	1	0	1	0	1	0	1	0	0	1	5	3561
1	1	0	0	0	0	1	1	0	1	1	1	6	3562
1	1	1	1	0	0	0	0	0	0	0	0	7	3563
0	0	1	0	1	0	0	0	1	0	0	1	1	3564
1	0	1	1	1	1	0	0	0	0	0	0	5	3565
0	0	1	1	0	1	1	0	1	1	0	0	1	3566
1	0	0	0	1	0	0	0	1	0	0	0	4	3567
1	1	1	1	1	1	1	1	0	0	1	1	7	3568
0	0	1	0	1	1	1	0	1	1	1	1	1	3569
1	1	1	1	0	1	0	0	0	0	1	1	7	3570
1	0	0	0	0	1	1	0	1	1	1	0	4	3571
0	1	1	1	1	0	0	1	0	0	0	0	3	3572
0	0	0	1	1	0	0	0	1	0	1	1	0	3573
0	1	1	0	1	0	1	0	0	0	1	1	3	3574
1	0	0	0	0	1	1	0	0	0	1	0	4	3575
0	1	0	0	0	0	1	0	1	0	1	0	2	3576
0	0	0	0	0	0	1	1	1	1	1	0	0	3577
1	1	0	0	0	1	1	0	1	1	1	1	6	3578
1	0	0	1	1	1	1	0	1	1	1	0	4	3579
1	0	1	1	1	1	0	0	1	0	1	1	5	3580
0	1	0	1	1	0	1	1	0	1	0	0	2	3581
1	1	0	0	0	0	0	1	0	0	0	0	6	3582
1	1	1	1	0	0	0	1	0	1	0	0	7	3583
0	0	1	1	0	0	1	0	0	1	0	0	1	3584
0	1	0	0	1	0	1	1	0	0	0	0	2	3587
1	1	1	0	1	0	0	0	0	0	1	1	7	3588
1	0	0	1	0	0	1	0	1	1	1	0	4	3589
0	1	1	0	1	0	1	0	1	1	1	1	3	3590
1	0	1	1	0	0	0	0	1	1	0	1	5	3591
1	0	1	1	1	0	1	1	1	0	0	1	5	3592
0	0	1	0	0	1	0	1	1	0	1	0	1	3593
0	1	0	1	1	1	0	0	0	1	0	1	2	3594
0	0	1	1	0	1	0	1	1	1	0	0	1	3595
0	1	1	0	1	1	1	1	1	0	1	1	3	3596
1	1	0	1	1	1	0	1	1	0	0	0	6	3597
0	0	1	1	1	0	1	0	1	0	1	1	1	3598
0	1	0	0	0	0	0	1	0	0	0	0	2	3599
1	0	0	1	1	1	1	0	1	1	0	0	4	3600
1	1	1	0	1	1	1	0	1	1	1	1	7	3601
0	1	0	1	0	1	1	1	1	0	1	1	2	3602
1	1	1	0	1	1	1	0	0	1	0	0	7	3603
1	0	0	1	1	1	1	0	0	0	1	0	4	3604
1	0	0	0	1	0	1	1	1	1	1	1	4	3605
0	0	0	0	0	1	1	0	0	1	1	0	0	3606
0	0	0	1	0	1	0	0	0	0	0	1	0	3607
0	0	1	0	1	0	0	1	0	0	0	1	1	3608
0	0	1	0	1	0	1	1	0	1	1	1	1	3609
1	1	1	1	0	1	0	0	0	1	0	0	7	3610
1	0	1	0	0	0	0	1	1	0	0	1	5	3611
0	0	1	1	1	1	0	0	1	1	0	1	1	3612
1	1	1	0	0	0	1	0	0	0	1	1	7	3613
1	0	1	1	0	0	0	1	0	1	0	0	5	3615
1	1	1	0	1	1	0	0	1	1	1	1	7	3617
1	0	0	1	1	1	0	1	1	1	1	1	4	3618
1	1	0	0	1	0	0	0	0	1	1	1	6	3620
0	1	1	1	0	1	1	1	1	0	0	1	3	3621
1	1	1	1	1	0	1	1	1	1	1	1	7	3622
1	0	0	0	1	1	1	0	1	1	0	0	4	3623
0	0	0	0	1	1	1	1	0	1	0	0	0	3624
1	1	1	1	1	1	1	0	1	0	1	1	7	3626
0	1	1	0	0	1	1	0	0	1	0	1	3	3627
1	1	1	0	1	0	0	1	0	1	0	0	7	3628
0	1	0	1	0	1	1	0	0	0	1	1	2	3629
0	0	1	0	0	1	0	0	1	1	1	0	1	3630
0	0	1	0	1	1	0	0	1	1	1	1	1	3631
0	1	1	1	0	1	0	0	0	0	1	0	3	3632
0	0	1	1	0	0	0	0	1	0	1	0	1	3633
0	1	0	0	0	1	0	0	1	0	0	1	2	3634
1	1	0	1	1	1	0	0	0	1	0	1	6	3635
1	0	1	1	1	0	0	1	1	1	1	1	5	3636
1	1	0	0	0	0	1	0	1	1	1	1	6	3637
0	0	0	0	0	1	1	0	0	1	1	0	0	3638
0	0	0	1	0	0	0	0	1	1	0	1	0	3639
0	1	1	1	1	0	0	0	1	1	1	0	3	3640
0	1	1	0	1	1	1	0	0	1	0	1	3	3641
0	0	0	0	1	0	0	1	0	1	1	0	0	3642
1	0	0	0	1	0	0	1	0	0	1	1	4	3643
1	1	1	1	1	0	1	1	0	0	0	0	7	3644
1	1	1	1	0	0	0	0	0	0	1	1	7	3645
0	0	0	1	1	0	0	0	0	1	0	1	0	3646
0	0	0	1	1	0	0	1	0	0	1	1	0	3647
0	1	0	1	0	0	0	0	0	0	0	0	2	3648
0	0	1	0	1	1	0	0	0	0	1	1	1	3650
0	0	0	0	0	1	1	1	0	0	0	0	0	3651
0	1	0	0	0	0	0	0	0	1	1	0	2	3652
0	1	0	0	0	1	0	0	0	1	1	1	2	3653
0	0	1	0	0	1	1	0	1	0	1	0	1	3654
1	1	1	0	0	0	0	1	1	0	0	0	7	3655
1	1	0	0	1	0	0	0	0	0	0	0	6	3656
0	1	0	0	1	1	1	0	1	0	1	1	2	3657
0	0	0	1	0	0	0	1	0	1	1	1	0	3658
0	0	1	0	0	0	0	1	1	0	1	0	1	3659
1	1	0	0	0	0	1	0	1	0	0	0	6	3660
0	1	1	1	1	0	1	0	0	1	0	1	3	3661
0	0	0	1	0	1	0	1	1	0	0	1	0	3662
0	1	0	1	1	1	0	1	0	0	0	1	2	3663
1	0	0	0	0	0	1	1	1	1	0	1	4	3664
1	0	0	1	0	0	0	0	1	0	1	0	4	3665
0	0	0	0	1	1	1	0	0	0	1	0	0	3666
1	1	1	1	1	1	1	0	0	0	1	1	7	3667
1	0	0	0	1	1	0	0	1	1	1	0	4	3668
0	0	1	1	1	1	1	0	1	0	1	1	1	3670
0	0	1	0	0	0	0	1	1	1	1	0	1	3672
1	0	0	1	1	1	0	1	1	1	0	1	4	3673
1	1	0	0	0	1	1	0	1	1	0	1	6	3674
0	0	0	0	0	1	1	1	0	1	1	0	0	3675
1	0	1	0	1	0	1	1	0	1	1	0	5	3676
0	0	0	1	1	1	0	1	1	0	0	1	0	3677
1	0	0	0	1	0	0	0	1	1	0	0	4	3678
0	0	1	1	1	1	0	0	0	1	1	1	1	3679
0	0	1	0	0	1	1	0	0	1	0	0	1	3680
0	1	1	0	1	0	0	0	1	0	1	0	3	3682
0	0	0	0	0	0	0	0	1	1	1	0	0	3683
1	1	1	1	0	1	1	0	0	0	1	1	7	3684
0	1	0	0	1	0	0	1	1	1	0	0	2	3685
0	1	1	1	1	1	0	1	1	1	1	0	3	3686
0	1	1	1	0	0	0	0	1	0	1	0	3	3687
1	0	1	1	1	0	0	1	0	0	1	0	5	3688
1	1	0	1	0	1	0	0	1	1	0	1	6	3691
1	1	1	0	0	0	0	0	1	1	0	0	7	3692
0	0	1	1	1	1	0	0	1	1	0	1	1	3693
1	1	0	1	0	0	1	1	1	0	0	0	6	3694
0	0	0	1	0	1	0	0	1	0	0	1	0	3695
1	1	1	0	1	0	1	1	1	0	1	1	7	3696
0	0	0	1	0	1	0	1	0	0	0	1	0	3697
1	1	0	1	0	1	1	0	1	0	0	0	6	3698
0	1	0	0	0	1	1	1	1	0	0	1	2	3699
1	1	1	0	0	1	0	0	1	1	1	1	7	3700
1	1	0	1	1	1	1	1	1	1	0	1	6	3701
1	0	0	1	0	1	1	0	1	1	1	0	4	3702
1	1	1	1	0	1	0	1	1	0	0	0	7	3703
1	1	0	0	0	1	0	0	1	0	1	0	6	3704
0	1	0	1	1	1	1	0	0	0	0	1	2	3705
0	0	0	1	1	0	0	1	0	0	0	1	0	3706
0	1	0	0	1	1	0	0	1	0	1	1	2	3708
1	1	0	0	1	1	1	0	1	0	1	0	6	3709
1	1	0	1	1	1	0	1	0	1	1	1	6	3710
0	0	1	1	0	1	0	1	0	1	0	0	1	3711
1	0	1	0	0	1	0	0	1	1	1	1	5	3712
0	1	0	0	0	0	0	1	1	0	1	0	2	3713
1	1	1	0	1	0	0	1	0	0	0	0	7	3715
1	1	1	0	1	0	0	0	1	1	0	0	7	3716
1	0	1	0	0	1	1	0	0	1	1	0	5	3717
0	1	0	0	1	1	0	0	0	0	0	1	2	3718
1	1	1	0	0	1	0	1	1	1	0	0	7	3719
0	0	0	0	1	0	1	1	0	0	1	0	0	3720
1	1	0	1	1	0	0	0	0	1	1	1	6	3721
1	1	0	0	1	1	1	0	0	1	0	1	6	3722
0	1	1	0	0	1	0	0	1	1	1	0	3	3723
0	1	0	0	0	1	1	0	1	0	1	1	2	3724
1	1	1	1	0	1	0	1	0	1	0	0	7	3725
1	0	1	1	1	1	0	0	0	0	1	0	5	3726
1	1	0	1	0	1	0	0	0	0	0	0	6	3727
1	0	1	0	1	1	0	0	0	1	1	0	5	3728
1	0	1	1	0	0	1	0	1	1	0	1	5	3729
0	0	1	0	0	1	1	0	1	1	1	0	1	3730
0	1	0	1	1	1	0	1	1	0	1	1	2	3731
1	0	0	1	0	1	1	0	0	1	0	0	4	3732
1	0	1	0	1	1	0	0	0	1	0	0	5	3733
1	0	1	0	1	0	1	1	0	1	0	0	5	3734
0	0	0	1	0	1	1	1	0	1	1	1	0	3735
1	1	1	1	1	1	0	1	0	0	1	1	7	3736
1	1	0	1	0	0	1	1	1	1	1	1	6	3737
1	0	1	1	0	1	1	1	1	1	1	1	5	3738
0	1	1	0	0	1	1	1	0	0	0	1	3	3739
1	1	0	1	1	1	0	0	0	1	0	1	6	3740
1	0	1	0	0	0	0	0	1	1	0	1	5	3741
0	1	1	0	1	1	0	0	1	1	0	0	3	3742
0	1	1	0	0	0	0	1	0	0	1	0	3	3743
1	1	0	0	0	0	1	1	1	1	0	1	6	3744
1	0	1	0	1	0	1	1	1	1	1	1	5	3745
1	0	1	0	0	1	1	1	1	0	1	1	5	3747
1	0	0	0	0	0	1	0	0	1	1	0	4	3749
1	1	0	1	1	0	0	1	0	1	1	1	6	3750
0	0	0	1	1	1	1	0	0	1	0	1	0	3751
0	1	1	1	0	1	1	1	1	1	1	1	3	3752
0	1	0	0	0	1	0	0	0	1	1	1	2	3754
1	0	1	1	1	1	1	0	0	1	1	0	5	3755
1	1	1	1	0	1	1	1	1	0	0	0	7	3756
