A_0	A_1	A_2	A_3	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	R_8	R_9	R_10	R_11	R_12	R_13	R_14	R_15	Class	Group	InstanceID
1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	15	5350
0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	5	5351
0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	6	5352
0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	4	5354
1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	8	5357
0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	5358
0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	5359
1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	10	5361
0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	6	5362
1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	11	5363
1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	14	5364
0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	5365
1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	11	5366
0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	7	5367
0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	5369
0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	2	5370
0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1	5371
1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	14	5372
1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	8	5373
0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	7	5374
1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	14	5375
1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	9	5376
1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	10	5377
0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	2	5378
0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	6	5379
0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	6	5380
0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	3	5381
0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	7	5383
0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	2	5384
0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	5	5385
0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	6	5386
0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	5387
1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	15	5389
0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	5390
0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	7	5391
1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	8	5392
1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	13	5393
1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	10	5394
1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	11	5396
0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	6	5397
0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	4	5398
0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	7	5399
1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	10	5400
1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	9	5401
0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	3	5402
0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	7	5403
1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	15	5405
1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	13	5406
1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	1	8	5407
0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	4	5408
0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	4	5409
0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	6	5410
0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	6	5411
1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	15	5412
1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	9	5413
1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	15	5414
0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	5415
0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	6	5416
1	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	11	5417
0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	5418
0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	6	5419
1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	13	5420
1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	13	5421
1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	8	5422
1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	15	5423
1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	9	5424
1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	10	5425
1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	15	5426
1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	12	5427
1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	9	5428
0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	7	5429
0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	6	5430
0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	5431
0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	3	5432
0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	7	5433
0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5435
1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	14	5436
0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	2	5437
1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	12	5438
1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	13	5439
0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	6	5440
1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	15	5441
1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	8	5442
1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	8	5443
0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	3	5444
1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	10	5445
1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	13	5446
0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	6	5447
0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	6	5448
0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	4	5449
0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	3	5450
0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	5451
1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	11	5452
1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	8	5453
1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	15	5454
0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	5	5455
1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	12	5457
0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	2	5458
0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	4	5459
0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	4	5460
1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	9	5461
0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	4	5462
0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	4	5463
0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	3	5464
1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	12	5465
1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	11	5466
0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	3	5467
1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	15	5468
1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	9	5469
1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	8	5470
0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	5	5471
0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	7	5472
0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	2	5473
1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	14	5474
1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	13	5475
0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	4	5478
1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	10	5480
0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	7	5481
1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	8	5482
1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	0	8	5483
1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	10	5484
1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	10	5485
1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	9	5486
0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	5487
0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	5	5488
0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	6	5489
1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	14	5491
1	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	13	5492
0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	5493
0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	7	5495
0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	7	5496
1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	8	5497
0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	3	5498
1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	9	5499
0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	7	5500
0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	5501
1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	15	5502
0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	7	5503
1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	14	5505
0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	5	5506
1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	14	5507
1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	15	5508
1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	11	5509
1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	13	5510
1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	10	5511
1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	15	5512
0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	5513
1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	8	5514
1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	13	5515
1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	12	5516
0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	6	5517
0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	7	5518
1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	12	5519
1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	13	5520
1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	9	5521
1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	10	5523
1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	10	5524
0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	3	5526
1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	8	5527
1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	8	5528
1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	11	5529
0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	5530
0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	7	5531
0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	5532
1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	10	5533
0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	4	5534
1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	10	5535
0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	5	5536
1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	14	5537
0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	5539
1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	13	5540
0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	2	5541
0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	1	5	5542
1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	15	5543
0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	6	5544
0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	5545
1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	11	5546
0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	4	5547
1	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	12	5548
0	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	5	5549
1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	14	5550
1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	13	5551
0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	0	4	5552
1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	12	5553
1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	12	5554
0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	2	5555
1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	9	5556
1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	14	5557
1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	9	5558
1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	8	5559
1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	10	5560
0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	5	5561
0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	5	5562
1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	13	5563
0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	3	5564
1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	9	5565
1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	11	5566
1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	10	5567
1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	12	5569
0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	5570
0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	6	5571
1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	13	5572
1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	12	5574
0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	7	5575
1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	8	5576
0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	6	5577
0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	7	5578
0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	5579
0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	6	5580
1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	15	5581
0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	5582
1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	8	5583
1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	13	5584
1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	11	5585
0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	7	5586
1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	10	5587
0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	2	5588
0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	5	5589
1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	15	5590
0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	5591
1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	14	5592
1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	11	5593
1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	13	5594
1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	15	5595
1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	14	5597
1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	1	13	5598
0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	3	5599
1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	11	5601
0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	2	5602
0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	3	5603
1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	11	5604
0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	5	5605
0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	5606
0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	5607
0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	3	5608
0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	2	5609
1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	8	5610
1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	8	5611
1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	11	5612
0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	5	5613
0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	2	5614
1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	12	5615
1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	13	5616
1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	10	5617
1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	11	5618
0	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	6	5620
1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	14	5621
1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	12	5622
1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	11	5623
0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	7	5624
1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	15	5627
1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	8	5628
1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	15	5629
1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	15	5630
1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	10	5631
1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	14	5632
1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	14	5633
1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	9	5634
1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	14	5636
1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	11	5637
1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	12	5638
0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	6	5639
0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	6	5640
0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	7	5641
0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	6	5642
1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	9	5643
1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	8	5644
1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	1	13	5645
0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	3	5646
0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	3	5647
0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	5648
0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	5649
1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	15	5650
0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	1	6	5651
1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	9	5652
1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	12	5653
0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	6	5654
0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	2	5655
1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	13	5657
1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	10	5658
1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	13	5659
0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	7	5660
0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	5661
0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	2	5662
1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	9	5663
0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	4	5664
0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	5665
1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	12	5666
1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	15	5667
1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	8	5668
0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	3	5669
0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	5670
0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	6	5671
1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	8	5672
1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	9	5673
